author_id,author_creation_date,author_name,tweet_id,tweet_creation_date,tweet_text
181294150,Sat Aug 21 22:41:46 CEST 2010,Lizzie Bieber,1257022613143969792,Sun May 03 21:01:59 CEST 2020,RT @darlinbiebss: pop girl stans will support molesters, actual racists and faves that work with rapists but justin bieber is where they dr…
583740071,Fri May 18 14:02:59 CEST 2012,Mech 🌸,1257022618932318208,Sun May 03 21:02:01 CEST 2020,RT @LyricsArtPH: I Don't Care // Ed Sheeran, Justin Bieber https://t.co/hIV9tDFwVD
2712319632,Wed Aug 06 17:58:09 CEST 2014,T,1257022620144369666,Sun May 03 21:02:01 CEST 2020,I feel like such a simp for listening to the new Justin Bieber LMAO
1061986450961510400,Mon Nov 12 15:17:55 CET 2018,carol is stuck with u 💚,1257022643460542464,Sun May 03 21:02:07 CEST 2020,RT @intentionws: pra mim todo hater de justin bieber é assim: https://t.co/1xO4hJODbO
1132295685636624385,Sat May 25 16:41:43 CEST 2019,ตึงงูต๊ะตึ่งงู (เรียกฉันว่าเด็กดี),1257022635545776129,Sun May 03 21:02:05 CEST 2020,RT @skatesummerride: (#johnjae x robbers au)
let me love you — dj.snake feat. justin bieber https://t.co/z8OF36unac
1172610543443726345,Fri Sep 13 22:38:46 CEST 2019,Yas a pituzeira,1257022579430260736,Sun May 03 21:01:51 CEST 2020,E enquanto digita tá escutando as músicas dele
1233750808124100608,Sat Feb 29 14:49:03 CET 2020,Sebastian Tiger,1257022641644408833,Sun May 03 21:02:06 CEST 2020,RT @EliteMonarca: Es Jhon Podesta a quien evidencía Justin Bieber en el video de #Yummy con el personaje tan parecido. Igual en Toy Story,…
1250157108370247682,Tue Apr 14 22:21:15 CEST 2020,eva,1257022620664573953,Sun May 03 21:02:01 CEST 2020,RT @haileyflatline: Justin Bieber singing changes on piano and his voice, that's it https://t.co/1B4guURgGJ
